nodeid,voltage,current,power,energy,pf,frequency,relay,timestamp_ist
NODE_3,212.7,0.438,46,17.609,0.49,49.9,ON,'2025-12-10 17:45:35
NODE_3,212.3,0.411,42.1,17.609,0.48,49.9,ON,'2025-12-10 17:45:46
NODE_3,211.9,0.406,41.1,17.609,0.48,49.9,ON,'2025-12-10 17:45:56
NODE_3,211.7,0.439,45,17.609,0.48,49.8,ON,'2025-12-10 17:46:06
NODE_3,211.8,0.411,42.6,17.61,0.49,49.8,ON,'2025-12-10 17:46:16
NODE_3,212.8,0.405,41.6,17.61,0.48,49.8,ON,'2025-12-10 17:46:26
NODE_3,211.8,0.436,45.3,17.61,0.49,49.8,ON,'2025-12-10 17:46:37
NODE_3,212.2,0.422,43.5,17.61,0.49,49.8,ON,'2025-12-10 17:46:47
NODE_3,211.8,0.41,41.1,17.61,0.47,49.8,ON,'2025-12-10 17:46:57
NODE_3,212.5,0.424,42.9,17.61,0.48,49.8,ON,'2025-12-10 17:47:08
NODE_3,211.4,0.452,46.6,17.61,0.49,49.8,ON,'2025-12-10 17:47:18
NODE_3,211.1,0.406,41,17.61,0.48,49.8,ON,'2025-12-10 17:47:28
NODE_3,211.4,0.429,44,17.61,0.49,49.8,ON,'2025-12-10 17:47:38
NODE_3,211.6,0.398,39.6,17.611,0.47,49.8,ON,'2025-12-10 17:47:49
NODE_3,210.8,0.396,39,17.611,0.47,49.8,ON,'2025-12-10 17:48:00
NODE_3,211.2,0.422,42.7,17.611,0.48,49.8,ON,'2025-12-10 17:48:11
NODE_3,210.9,0.403,41.1,17.611,0.48,49.8,ON,'2025-12-10 17:48:21
NODE_3,211.3,0.395,40.2,17.611,0.48,49.8,ON,'2025-12-10 17:48:32
NODE_3,211.5,0.4,40.2,17.611,0.48,49.8,ON,'2025-12-10 17:48:43
NODE_3,211.5,0.409,41.4,17.611,0.48,49.8,ON,'2025-12-10 17:48:53
NODE_3,211.8,0.409,41.3,17.611,0.48,49.8,ON,'2025-12-10 17:49:04
NODE_3,211.8,0.424,42.4,17.612,0.47,49.8,ON,'2025-12-10 17:49:15
NODE_3,212,0.4,40.1,17.612,0.47,49.8,ON,'2025-12-10 17:49:25
NODE_3,211.4,0.395,40.3,17.612,0.48,49.8,ON,'2025-12-10 17:49:36
NODE_3,211.5,0.406,41,17.612,0.48,49.8,ON,'2025-12-10 17:49:46
NODE_3,211.8,0.405,41.8,17.612,0.49,49.8,ON,'2025-12-10 17:49:57
NODE_3,212.2,0.411,41.6,17.612,0.48,49.8,ON,'2025-12-10 17:50:07
NODE_3,211.7,0.392,39,17.612,0.47,49.8,ON,'2025-12-10 17:50:17
NODE_3,211.5,0.39,38.7,17.612,0.47,49.8,ON,'2025-12-10 17:50:27
NODE_3,211.2,0.414,41.5,17.613,0.47,49.8,ON,'2025-12-10 17:50:37
NODE_3,211.4,0.416,41.9,17.613,0.48,49.8,ON,'2025-12-10 17:50:48
NODE_3,211,0.386,37.5,17.613,0.46,49.8,ON,'2025-12-10 17:50:59
NODE_3,211.7,0.404,40.2,17.613,0.47,49.8,ON,'2025-12-10 17:51:09
NODE_3,211.6,0.413,42.1,17.613,0.48,49.8,ON,'2025-12-10 17:51:19
NODE_3,210.8,0.415,41.4,17.613,0.47,49.8,ON,'2025-12-10 17:51:29
NODE_3,211.9,0.395,39.6,17.613,0.47,49.8,ON,'2025-12-10 17:51:39
NODE_3,212.1,0.366,36.2,17.613,0.47,49.8,ON,'2025-12-10 17:51:50
NODE_3,211.4,0.399,39.7,17.613,0.47,49.8,ON,'2025-12-10 17:52:01
NODE_3,211.2,0.378,37.2,17.613,0.47,49.8,ON,'2025-12-10 17:52:11
NODE_3,211.7,0.391,39,17.614,0.47,49.8,ON,'2025-12-10 17:52:21
NODE_3,211.9,0.382,36.6,17.614,0.45,49.8,ON,'2025-12-10 17:52:31
NODE_3,211.3,0.416,40.6,17.614,0.46,49.8,ON,'2025-12-10 17:52:41
NODE_3,210.9,0.368,35,17.614,0.45,49.8,ON,'2025-12-10 17:52:51
NODE_3,211.8,0.406,39.9,17.614,0.46,49.8,ON,'2025-12-10 17:53:01
NODE_3,211.4,0.373,36.3,17.614,0.46,49.8,ON,'2025-12-10 17:53:11
NODE_3,211.3,0.408,39.8,17.614,0.46,49.8,ON,'2025-12-10 17:53:22
NODE_3,212.1,0.369,35.5,17.614,0.45,49.8,ON,'2025-12-10 17:53:32
NODE_3,211.2,0.402,39.8,17.615,0.47,49.8,ON,'2025-12-10 17:53:42
NODE_3,211,0.374,36.3,17.615,0.46,49.8,ON,'2025-12-10 17:53:52
NODE_3,211.9,0.401,39.7,17.615,0.47,49.8,ON,'2025-12-10 17:54:03
NODE_3,212,0.37,35.6,17.615,0.45,49.8,ON,'2025-12-10 17:54:13
NODE_3,211.2,0.359,34.9,17.615,0.46,49.8,ON,'2025-12-10 17:54:24
NODE_3,212,0.36,35.2,17.615,0.46,49.8,ON,'2025-12-10 17:54:34
NODE_3,212,0.393,38.9,17.615,0.47,49.8,ON,'2025-12-10 17:54:44
NODE_3,211,0.363,35,17.615,0.46,49.9,ON,'2025-12-10 17:54:54
NODE_3,211.8,0.391,38.5,17.615,0.46,49.8,ON,'2025-12-10 17:55:04
NODE_3,212.3,0.373,36.4,17.615,0.46,49.8,ON,'2025-12-10 17:55:14
NODE_3,211.2,0.396,38.1,17.616,0.46,49.8,ON,'2025-12-10 17:55:26
NODE_3,212.1,0.398,38.9,17.616,0.46,49.8,ON,'2025-12-10 17:55:36
NODE_3,211.6,0.396,38.7,17.616,0.46,49.8,ON,'2025-12-10 17:55:46
NODE_3,211.1,0.389,37.8,17.616,0.46,49.9,ON,'2025-12-10 17:55:58
NODE_3,211.4,0.385,37.7,17.616,0.46,49.9,ON,'2025-12-10 17:56:08
NODE_3,211.1,0.413,40.6,17.616,0.47,49.9,ON,'2025-12-10 17:56:18
NODE_3,211.5,0.364,35.4,17.616,0.46,49.9,ON,'2025-12-10 17:56:29
NODE_3,211.4,0.4,39.6,17.616,0.47,49.9,ON,'2025-12-10 17:56:40
NODE_3,211.3,0.376,36.3,17.616,0.46,49.9,ON,'2025-12-10 17:56:50
NODE_3,211.8,0.389,38.2,17.617,0.46,49.9,ON,'2025-12-10 17:57:00
NODE_3,212.7,0.354,34.3,17.617,0.46,49.9,ON,'2025-12-10 17:57:10
NODE_3,212.1,0.386,38.2,17.617,0.47,49.9,ON,'2025-12-10 17:57:21
NODE_3,211.7,0.36,35.9,17.617,0.47,49.9,ON,'2025-12-10 17:57:31
NODE_3,211.9,0.375,37.2,17.617,0.47,49.9,ON,'2025-12-10 17:57:41
NODE_3,212.8,0.346,34.5,17.617,0.47,49.9,ON,'2025-12-10 17:57:52
NODE_3,212,0.347,34.5,17.617,0.47,49.9,ON,'2025-12-10 17:58:02
NODE_3,211.9,0.341,33.7,17.617,0.47,49.9,ON,'2025-12-10 17:58:13
NODE_3,213,0.363,35.7,17.617,0.46,49.9,ON,'2025-12-10 17:58:23
NODE_3,212.4,0.342,33.7,17.618,0.46,49.9,ON,'2025-12-10 17:58:33
NODE_3,212.2,0.367,33.1,17.618,0.43,50,ON,'2025-12-10 17:58:44
NODE_3,212.1,0.327,32,17.618,0.46,50,ON,'2025-12-10 17:58:54
NODE_3,212.6,0.34,32.3,17.618,0.45,50,ON,'2025-12-10 17:59:05
NODE_3,212.8,0.378,36.6,17.618,0.46,50,ON,'2025-12-10 17:59:16
NODE_3,212.8,0.352,33.7,17.618,0.45,50,ON,'2025-12-10 17:59:26
NODE_3,213,0.369,36.2,17.618,0.46,50,ON,'2025-12-10 17:59:36
NODE_3,213.3,0.363,35.8,17.618,0.46,50,ON,'2025-12-10 17:59:46
NODE_3,214.2,0.337,32.5,17.618,0.45,50,ON,'2025-12-10 17:59:56
NODE_3,213.8,0.368,35.5,17.618,0.45,50,ON,'2025-12-10 18:00:07
NODE_3,212.9,0.38,37.4,17.618,0.46,50,ON,'2025-12-10 18:00:17
NODE_3,214.3,0.335,32.5,17.619,0.45,50,ON,'2025-12-10 18:00:27
NODE_3,213.2,0.363,36,17.619,0.47,50,ON,'2025-12-10 18:00:37
NODE_3,214.5,0.324,31.2,17.619,0.45,50,ON,'2025-12-10 18:00:47
NODE_3,214.1,0.369,36.1,17.619,0.46,50,ON,'2025-12-10 18:00:58
NODE_3,213.4,0.37,36.8,17.619,0.47,50,ON,'2025-12-10 18:01:09
NODE_3,214.1,0.362,36.5,17.619,0.47,50,ON,'2025-12-10 18:01:20
NODE_3,214.6,0.328,31.5,17.619,0.45,50,ON,'2025-12-10 18:01:30
NODE_3,213.4,0.348,34,17.619,0.46,50,ON,'2025-12-10 18:01:40
NODE_3,213.3,0.37,36.9,17.619,0.47,50,ON,'2025-12-10 18:01:53
NODE_3,214.4,0.356,34.8,17.62,0.46,50,ON,'2025-12-10 18:02:04
NODE_3,213.1,0.334,32.4,17.62,0.46,50,ON,'2025-12-10 18:02:14
NODE_3,214.3,0.364,35.9,17.62,0.46,50,ON,'2025-12-10 18:02:24
NODE_3,213.6,0.325,31.5,17.62,0.45,50,ON,'2025-12-10 18:02:35
NODE_3,213.5,0.355,34.7,17.62,0.46,50,ON,'2025-12-10 18:02:45
NODE_3,213.9,0.337,33.2,17.62,0.46,50,ON,'2025-12-10 18:02:55
NODE_3,212.8,0.351,34.4,17.62,0.46,50,ON,'2025-12-10 18:03:07
NODE_3,212.8,0.335,32.2,17.62,0.45,50,ON,'2025-12-10 18:03:17
NODE_3,212.8,0.354,35,17.62,0.46,50,ON,'2025-12-10 18:03:29
NODE_3,213.6,0.355,34.9,17.62,0.46,49.9,ON,'2025-12-10 18:03:41
NODE_3,212.8,0.327,31.2,17.621,0.45,49.9,ON,'2025-12-10 18:03:52
NODE_3,213.7,0.343,32.6,17.621,0.44,49.9,ON,'2025-12-10 18:04:02
NODE_3,212.4,0.337,33.1,17.621,0.46,49.9,ON,'2025-12-10 18:04:13
NODE_3,213,0.305,29.2,17.621,0.45,49.9,ON,'2025-12-10 18:04:23
NODE_3,213.7,0.314,30.2,17.621,0.45,49.9,ON,'2025-12-10 18:04:33
NODE_3,212.4,0.322,31.3,17.621,0.46,49.9,ON,'2025-12-10 18:04:43
NODE_3,212.9,0.308,29.5,17.621,0.45,49.9,ON,'2025-12-10 18:04:53
NODE_3,212.8,0.314,30,17.621,0.45,49.9,ON,'2025-12-10 18:05:04
NODE_3,213,0.343,33.6,17.621,0.46,49.9,ON,'2025-12-10 18:05:14
NODE_3,213.3,0.305,29.4,17.621,0.45,49.9,ON,'2025-12-10 18:05:25
NODE_3,212.6,0.331,32.4,17.621,0.46,49.9,ON,'2025-12-10 18:05:36
NODE_3,211.9,0.351,34.1,17.622,0.46,49.9,ON,'2025-12-10 18:05:47
NODE_3,213,0.325,31.1,17.622,0.45,49.9,ON,'2025-12-10 18:05:57
NODE_3,212.1,0.339,33.9,17.622,0.47,49.9,ON,'2025-12-10 18:06:07
NODE_3,213.1,0.327,32.3,17.622,0.46,49.9,ON,'2025-12-10 18:06:17
NODE_3,212.4,0.347,34,17.622,0.46,49.9,ON,'2025-12-10 18:06:28
NODE_3,212.8,0.305,29.7,17.622,0.46,49.9,ON,'2025-12-10 18:06:38
NODE_3,212.5,0.314,30.1,17.622,0.45,49.9,ON,'2025-12-10 18:06:48
NODE_3,212.8,0.341,33.3,17.622,0.46,49.9,ON,'2025-12-10 18:06:58
NODE_3,212.3,0.349,34.6,17.622,0.47,49.9,ON,'2025-12-10 18:07:10
NODE_3,212.8,0.356,35.6,17.622,0.47,49.9,ON,'2025-12-10 18:07:21
NODE_3,212.6,0.311,30,17.622,0.45,49.9,ON,'2025-12-10 18:07:31
NODE_3,213.2,0.306,29.9,17.623,0.46,49.9,ON,'2025-12-10 18:07:42
NODE_3,212.9,0.344,34,17.623,0.46,49.9,ON,'2025-12-10 18:07:52
NODE_3,213.2,0.3,29.3,17.623,0.46,49.9,ON,'2025-12-10 18:08:02
NODE_3,213.1,0.301,29,17.623,0.45,49.9,ON,'2025-12-10 18:08:13
NODE_3,212.8,0.334,32.5,17.623,0.46,49.9,ON,'2025-12-10 18:08:23
NODE_3,212.9,0.343,33.7,17.623,0.46,49.9,ON,'2025-12-10 18:08:34
NODE_3,212.4,0.313,30.3,17.623,0.46,49.9,ON,'2025-12-10 18:08:45
NODE_3,212.7,0.323,32.2,17.623,0.47,49.9,ON,'2025-12-10 18:08:55
NODE_3,212.7,0.294,28.5,17.623,0.46,49.9,ON,'2025-12-10 18:09:05
NODE_3,212.8,0.332,32.3,17.623,0.46,49.9,ON,'2025-12-10 18:09:15
NODE_3,212.6,0.335,32.1,17.623,0.45,49.9,ON,'2025-12-10 18:09:25
NODE_3,212.7,0.325,31,17.623,0.45,49.9,ON,'2025-12-10 18:09:35
NODE_3,213.1,0.299,28.6,17.624,0.45,49.9,ON,'2025-12-10 18:09:45
NODE_3,212.8,0.337,32.6,17.624,0.45,49.9,ON,'2025-12-10 18:09:55
NODE_3,213.1,0.319,30.1,17.624,0.44,49.9,ON,'2025-12-10 18:10:05
NODE_3,212.9,0.365,34.3,17.624,0.44,49.9,ON,'2025-12-10 18:10:15
NODE_3,213,0.314,29.7,17.624,0.44,49.9,ON,'2025-12-10 18:10:26
NODE_3,213,0.324,30.9,17.624,0.45,49.9,ON,'2025-12-10 18:10:36
NODE_3,212.8,0.324,30.1,17.624,0.44,49.9,ON,'2025-12-10 18:10:46
NODE_3,212.8,0.333,31.9,17.624,0.45,49.9,ON,'2025-12-10 18:10:56
NODE_3,213.1,0.306,28.8,17.624,0.44,49.9,ON,'2025-12-10 18:11:07
NODE_3,212.9,0.353,33.9,17.624,0.45,50,ON,'2025-12-10 18:11:17
NODE_3,212.6,0.356,34.3,17.625,0.45,49.9,ON,'2025-12-10 18:11:27
NODE_3,212.7,0.347,33.2,17.625,0.45,50,ON,'2025-12-10 18:11:38
NODE_3,212.5,0.304,28.8,17.625,0.45,49.9,ON,'2025-12-10 18:11:48
NODE_3,212.8,0.301,28.3,17.625,0.44,49.9,ON,'2025-12-10 18:11:58
NODE_3,212.6,0.296,28,17.625,0.44,50,ON,'2025-12-10 18:12:08
NODE_3,212.6,0.336,32,17.625,0.45,49.9,ON,'2025-12-10 18:12:18
NODE_3,212.5,0.351,33.5,17.625,0.45,49.9,ON,'2025-12-10 18:12:30
NODE_3,212.6,0.301,28,17.625,0.44,49.9,ON,'2025-12-10 18:12:40
NODE_3,212.6,0.334,31.9,17.625,0.45,49.9,ON,'2025-12-10 18:12:50
NODE_3,212.5,0.302,29.5,17.625,0.46,49.9,ON,'2025-12-10 18:13:00
NODE_3,212.8,0.316,29.5,17.625,0.44,49.9,ON,'2025-12-10 18:13:11
NODE_3,212.7,0.312,29.9,17.626,0.45,49.9,ON,'2025-12-10 18:13:21
NODE_3,212.4,0.315,29.1,17.626,0.43,49.9,ON,'2025-12-10 18:13:32
NODE_3,212.6,0.332,31.5,17.626,0.45,49.9,ON,'2025-12-10 18:13:42
NODE_3,212.8,0.302,28.1,17.626,0.44,49.9,ON,'2025-12-10 18:13:52
NODE_3,212.8,0.295,28.3,17.626,0.45,49.9,ON,'2025-12-10 18:14:03
NODE_3,212.6,0.309,29.1,17.626,0.44,49.9,ON,'2025-12-10 18:14:13
NODE_3,213,0.308,30.1,17.626,0.46,49.9,ON,'2025-12-10 18:14:24
NODE_3,212.8,0.329,32,17.626,0.46,49.9,ON,'2025-12-10 18:14:34
NODE_3,212.8,0.314,30.5,17.626,0.46,49.9,ON,'2025-12-10 18:14:44
NODE_3,213,0.304,29.4,17.626,0.45,49.9,ON,'2025-12-10 18:14:55
NODE_3,212.9,0.308,28.8,17.626,0.44,49.9,ON,'2025-12-10 18:15:05
NODE_3,213.2,0.305,28.2,17.626,0.43,49.9,ON,'2025-12-10 18:15:16
NODE_3,213,0.3,28.1,17.627,0.44,49.9,ON,'2025-12-10 18:15:26
NODE_3,213.4,0.323,30.9,17.627,0.45,49.9,ON,'2025-12-10 18:15:37
NODE_3,213.7,0.285,26.9,17.627,0.44,49.9,ON,'2025-12-10 18:15:47
NODE_3,213.8,0.322,30.7,17.627,0.45,49.9,ON,'2025-12-10 18:15:57
NODE_3,213.5,0.348,32.8,17.627,0.44,49.9,ON,'2025-12-10 18:16:08
NODE_3,213.4,0.341,32.4,17.627,0.45,49.9,ON,'2025-12-10 18:16:18
NODE_3,213.4,0.33,31.2,17.627,0.44,49.9,ON,'2025-12-10 18:16:29
NODE_3,213.1,0.467,99.2,17.627,1,49.9,ON,'2025-12-10 18:16:39
NODE_3,213.4,0.451,95.6,17.628,0.99,49.9,ON,'2025-12-10 18:16:49
NODE_3,213.5,0.449,95.3,17.628,0.99,49.9,ON,'2025-12-10 18:16:59
NODE_3,213.6,0.448,95.1,17.628,0.99,49.9,ON,'2025-12-10 18:17:09
NODE_3,213.5,0.445,94.6,17.628,1,49.8,ON,'2025-12-10 18:17:19
NODE_3,213.5,0.444,94.3,17.629,0.99,49.9,ON,'2025-12-10 18:17:29
NODE_3,213.5,0.442,94,17.629,1,49.9,ON,'2025-12-10 18:17:39
NODE_3,213.5,0.441,93.8,17.629,1,49.9,ON,'2025-12-10 18:17:49
NODE_3,213.5,0.44,93.5,17.629,1,49.9,ON,'2025-12-10 18:17:59
NODE_3,213.7,0.44,93.6,17.63,1,49.9,ON,'2025-12-10 18:18:09
NODE_3,213.5,0.438,93.2,17.63,1,49.9,ON,'2025-12-10 18:18:19
NODE_3,213.6,0.437,93.1,17.63,1,49.9,ON,'2025-12-10 18:18:30
NODE_3,213.7,0.437,93.1,17.63,1,49.9,ON,'2025-12-10 18:18:40
NODE_3,214.3,0.437,93.3,17.631,1,49.9,ON,'2025-12-10 18:18:50
NODE_3,214.3,0.436,93.1,17.631,1,49.9,ON,'2025-12-10 18:19:00
NODE_3,214.2,0.435,92.8,17.631,1,49.9,ON,'2025-12-10 18:19:11
NODE_3,214.3,0.435,92.8,17.631,1,49.8,ON,'2025-12-10 18:19:21
NODE_3,214.3,0.433,92.5,17.632,1,49.9,ON,'2025-12-10 18:19:31
NODE_3,214.4,0.433,92.6,17.632,1,49.9,ON,'2025-12-10 18:19:41
NODE_3,214.4,0.432,92.4,17.632,1,49.9,ON,'2025-12-10 18:19:51
NODE_3,214.3,0.432,92.3,17.633,1,49.9,ON,'2025-12-10 18:20:01
NODE_3,214.3,0.431,92.1,17.633,1,49.9,ON,'2025-12-10 18:20:11
NODE_3,214.4,0.431,92.1,17.633,1,49.9,ON,'2025-12-10 18:20:21
NODE_3,214.4,0.431,92,17.633,1,49.9,ON,'2025-12-10 18:20:32
NODE_3,214.4,0.43,91.8,17.634,1,49.9,ON,'2025-12-10 18:20:42
NODE_3,214.1,0.429,91.5,17.634,1,49.9,ON,'2025-12-10 18:20:52
NODE_3,214.2,0.428,91.4,17.634,1,49.9,ON,'2025-12-10 18:21:03
NODE_3,213.9,0.427,91.1,17.634,1,49.8,ON,'2025-12-10 18:21:13
NODE_3,214.2,0.427,91.2,17.635,1,49.9,ON,'2025-12-10 18:21:24
NODE_3,214.2,0.427,91.1,17.635,1,49.9,ON,'2025-12-10 18:21:34
NODE_3,214,0.426,90.9,17.635,1,49.9,ON,'2025-12-10 18:21:44
NODE_3,213.9,0.425,90.7,17.635,1,49.9,ON,'2025-12-10 18:21:54
NODE_3,214,0.425,90.7,17.636,1,49.9,ON,'2025-12-10 18:22:04
NODE_3,214.1,0.424,90.6,17.636,1,49.9,ON,'2025-12-10 18:22:15
NODE_3,214.1,0.424,90.6,17.636,1,49.9,ON,'2025-12-10 18:22:26
NODE_3,214.2,0.424,90.5,17.636,1,49.9,ON,'2025-12-10 18:22:36
NODE_3,214.3,0.424,90.6,17.637,1,49.9,ON,'2025-12-10 18:22:46
NODE_3,214,0.423,90.2,17.637,1,49.9,ON,'2025-12-10 18:22:56
NODE_3,214.1,0.423,90.2,17.637,1,49.9,ON,'2025-12-10 18:23:07
NODE_3,213.9,0.422,90.1,17.637,1,49.9,ON,'2025-12-10 18:23:17
NODE_3,214.3,0.422,90.3,17.638,1,49.9,ON,'2025-12-10 18:23:27
NODE_3,214.2,0.422,90.1,17.638,1,49.9,ON,'2025-12-10 18:23:37
NODE_3,214,0.421,89.9,17.638,1,49.9,ON,'2025-12-10 18:23:47
NODE_3,214.5,0.422,90.3,17.639,1,49.9,ON,'2025-12-10 18:23:57
NODE_3,214.3,0.421,90,17.639,1,49.9,ON,'2025-12-10 18:24:08
NODE_3,214.3,0.421,89.9,17.639,1,49.9,ON,'2025-12-10 18:24:18
NODE_3,214.6,0.421,90.1,17.639,1,49.9,ON,'2025-12-10 18:24:28
NODE_3,214.5,0.421,90,17.639,1,49.9,ON,'2025-12-10 18:24:39
NODE_3,214.5,0.385,71.7,17.64,0.87,49.9,ON,'2025-12-10 18:24:50
NODE_3,214.6,0.386,72,17.64,0.87,49.9,ON,'2025-12-10 18:25:01
NODE_3,214.8,0.387,72.1,17.64,0.87,49.9,ON,'2025-12-10 18:25:11
NODE_3,214.5,0.386,71.8,17.64,0.87,49.9,ON,'2025-12-10 18:25:21
NODE_3,214.8,0.386,71.9,17.641,0.87,49.9,ON,'2025-12-10 18:25:32
NODE_3,214.7,0.386,71.8,17.641,0.87,49.9,ON,'2025-12-10 18:25:42
NODE_3,214.6,0.385,71.7,17.641,0.87,49.9,ON,'2025-12-10 18:25:53
NODE_3,214.7,0.385,71.7,17.641,0.87,49.9,ON,'2025-12-10 18:26:03
NODE_3,214.9,0.385,71.8,17.642,0.87,50,ON,'2025-12-10 18:26:13
NODE_3,214.9,0.385,71.8,17.642,0.87,50,ON,'2025-12-10 18:26:23
NODE_3,215,0.385,71.9,17.642,0.87,50,ON,'2025-12-10 18:26:34
NODE_3,215.1,0.385,71.9,17.642,0.87,50,ON,'2025-12-10 18:26:44
NODE_3,215,0.385,71.8,17.642,0.87,50,ON,'2025-12-10 18:26:54
NODE_3,215,0.384,71.7,17.642,0.87,50,ON,'2025-12-10 18:27:04
NODE_3,214.9,0.384,71.5,17.643,0.87,50,ON,'2025-12-10 18:27:14
NODE_3,215.3,0.385,71.9,17.643,0.87,50,ON,'2025-12-10 18:27:25
NODE_3,215.3,0.384,71.8,17.643,0.87,50,ON,'2025-12-10 18:27:36
NODE_3,215.4,0.384,71.8,17.643,0.87,50,ON,'2025-12-10 18:27:46
NODE_3,215.4,0.384,71.8,17.644,0.87,50,ON,'2025-12-10 18:27:56
NODE_3,215.3,0.384,71.7,17.644,0.87,50,ON,'2025-12-10 18:28:06
NODE_3,214.9,0.383,71.4,17.644,0.87,50,ON,'2025-12-10 18:28:16
NODE_3,215.4,0.384,71.8,17.644,0.87,50,ON,'2025-12-10 18:28:26
NODE_3,214.9,0.383,71.4,17.644,0.87,50,ON,'2025-12-10 18:28:36
NODE_3,214.9,0.382,71.3,17.644,0.87,50,ON,'2025-12-10 18:28:46
NODE_3,215.3,0.383,71.6,17.645,0.87,50,ON,'2025-12-10 18:28:56
NODE_3,215.2,0.383,71.4,17.645,0.87,50,ON,'2025-12-10 18:29:06
NODE_3,215,0.382,71.3,17.645,0.87,50,ON,'2025-12-10 18:29:16
NODE_3,215.1,0.382,71.3,17.645,0.87,50,ON,'2025-12-10 18:29:26
NODE_3,215.2,0.382,71.3,17.645,0.87,50,ON,'2025-12-10 18:29:37
NODE_3,215.2,0.382,71.3,17.646,0.87,50,ON,'2025-12-10 18:29:47
NODE_3,215,0.381,71.1,17.646,0.87,50,ON,'2025-12-10 18:29:57
NODE_3,215,0.381,71.1,17.646,0.87,50,ON,'2025-12-10 18:30:07
NODE_3,215.4,0.382,71.4,17.646,0.87,50,ON,'2025-12-10 18:30:17
NODE_3,215.5,0.382,71.4,17.647,0.87,50,ON,'2025-12-10 18:30:27
NODE_3,215.4,0.381,71.3,17.647,0.87,50,ON,'2025-12-10 18:30:37
NODE_3,215.5,0.381,71.3,17.647,0.87,50,ON,'2025-12-10 18:30:47
NODE_3,215.3,0.381,71.2,17.647,0.87,50,ON,'2025-12-10 18:30:57
NODE_3,215.3,0.381,71.2,17.647,0.87,50,ON,'2025-12-10 18:31:07
NODE_3,214.9,0.38,70.9,17.647,0.87,50,ON,'2025-12-10 18:31:18
NODE_3,215.1,0.38,71,17.648,0.87,50,ON,'2025-12-10 18:31:28
NODE_3,215.3,0.381,71.1,17.648,0.87,50,ON,'2025-12-10 18:31:38
NODE_3,215.3,0.38,71.1,17.648,0.87,50,ON,'2025-12-10 18:31:48
NODE_3,215.1,0.38,71,17.648,0.87,50,ON,'2025-12-10 18:31:59
NODE_3,215.3,0.38,71,17.649,0.87,50,ON,'2025-12-10 18:32:09
NODE_3,215.2,0.38,71,17.649,0.87,50,ON,'2025-12-10 18:32:19
NODE_3,215.4,0.38,71.1,17.649,0.87,50,ON,'2025-12-10 18:32:30
NODE_3,215.4,0.38,71.1,17.649,0.87,50,ON,'2025-12-10 18:32:40
NODE_3,215.3,0.38,71,17.649,0.87,50,ON,'2025-12-10 18:32:50
NODE_3,215.5,0.38,71.1,17.65,0.87,50,ON,'2025-12-10 18:33:00
NODE_3,215.4,0.379,70.9,17.65,0.87,50,ON,'2025-12-10 18:33:10
NODE_3,215.2,0.379,70.8,17.65,0.87,50,ON,'2025-12-10 18:33:20
NODE_3,215.2,0.379,70.8,17.65,0.87,50,ON,'2025-12-10 18:33:30
NODE_3,215.1,0.379,70.8,17.65,0.87,50,ON,'2025-12-10 18:33:40
NODE_3,215.4,0.379,71,17.651,0.87,49.9,ON,'2025-12-10 18:33:51
NODE_3,215.6,0.38,71.3,17.651,0.87,50,ON,'2025-12-10 18:34:01
NODE_3,215.5,0.381,71.4,17.651,0.87,49.9,ON,'2025-12-10 18:34:12
NODE_3,215.5,0.38,71.2,17.651,0.87,49.9,ON,'2025-12-10 18:34:22
NODE_3,215.3,0.379,71,17.651,0.87,50,ON,'2025-12-10 18:34:32
NODE_3,215.3,0.379,71,17.652,0.87,50,ON,'2025-12-10 18:34:42
NODE_3,215.4,0.379,71,17.652,0.87,49.9,ON,'2025-12-10 18:34:52
NODE_3,215.6,0.379,71.1,17.652,0.87,50,ON,'2025-12-10 18:35:02
NODE_3,215.6,0.38,71.1,17.652,0.87,50,ON,'2025-12-10 18:35:12
NODE_3,215.7,0.379,71.1,17.652,0.87,50,ON,'2025-12-10 18:35:22
NODE_3,215.6,0.379,71,17.652,0.87,50,ON,'2025-12-10 18:35:32
NODE_3,215.5,0.38,71.1,17.653,0.87,50,ON,'2025-12-10 18:35:43
NODE_3,215.1,0.379,70.8,17.653,0.87,50,ON,'2025-12-10 18:35:53
NODE_3,215.2,0.379,70.9,17.653,0.87,50,ON,'2025-12-10 18:36:03
NODE_3,215.5,0.379,70.9,17.653,0.87,50,ON,'2025-12-10 18:36:13
NODE_3,215.7,0.379,71.1,17.654,0.87,50,ON,'2025-12-10 18:36:23
NODE_3,215.7,0.38,71.2,17.654,0.87,50,ON,'2025-12-10 18:36:33
NODE_3,215.3,0.379,70.9,17.654,0.87,50,ON,'2025-12-10 18:36:43
NODE_3,215.3,0.378,70.8,17.654,0.87,49.9,ON,'2025-12-10 18:36:53
NODE_3,215.6,0.379,71.1,17.654,0.87,49.9,ON,'2025-12-10 18:37:03
NODE_3,215.5,0.379,71,17.655,0.87,50,ON,'2025-12-10 18:37:13
NODE_3,215.6,0.379,71.1,17.655,0.87,50,ON,'2025-12-10 18:37:23
NODE_3,215.6,0.378,70.9,17.655,0.87,50,ON,'2025-12-10 18:37:33
NODE_3,215.2,0.378,70.7,17.655,0.87,49.9,ON,'2025-12-10 18:37:43
NODE_3,215.4,0.378,70.8,17.655,0.87,50,ON,'2025-12-10 18:37:55
